str_no_string|NO STRING!
str_journey_to_jelkala|You came by ship, skirting the cliffs where the Rhodok highlands meet the sea. Much of the coastline was obscured by tendrils of fog that snaked down the river valleys, but occasionally you caught sight of a castle watchtower rising above the mists -- and on one occasion, a beacon fire burning to warn of an enemy warband. You knew that you were relatively safe at sea, as you were too far south to risk encountering the sea raiders who trouble the coasts of the Nordic lands, but it was still a relief to reach the Selver estuary, gateway to the port of Jelkala, and see a Rhodok galley riding at anchor, its pennants fluttering in the evening breeze.
str_journey_to_sargoth|You took passage with a trading longship, carrying gyrfalcons from the furthest reaches of the north to be bartered for linen and wool. It sailed early in the season, but the master reckoned that the risks of drifting ice and later winter storms could be justified by arriving ahead of the Sea Raiders, who by April would be sailing forth from their island lairs to ravage Calradia's coasts. It was some relief when your ship came in sight of the delta of the Vyl and Boluk rivers, and a short while later, rowed past tidal flats and coastal marshes to the city of Sargoth, home to the Sea Raiders' distant kinsmen, the Nordic lords, who a few generations ago had carved themselves a kingdom in this rich but troubled land.
str_journey_to_tulga|You came with a caravan, crossing the mountains that border Calradia on the north and east, bringing spices from faraway lands to trade for wool and salt. The passes were still choked with snow, and it was hard going, but at last you crested a ridge and saw before you the Calradian steppes. On some hillsides the thin grass of spring was already turning yellow, but the lower slopes of the mountains were still a vibrant green. Herds of sheep and tawny steppe ponies drifted across them like clouds, testifying to the wealth of the Khergit khans. From time to time small groups of horsemen would follow your caravan from a distance, perhaps sizing up how well you could defend the wealth you carried, so it was with some relief that you saw the towers of Tulga rising up from the plains.
str_journey_to_shariz|You came with a caravan, crossing the great desert to the east of Calradia. The bedouin guides chose your route carefully, leapfrogging through treacherous dune fields and across empty gravel plains to low-lying oases rich with orchards and date palms. Your great fear was that the caravan might lose its way and perish of thirst. The small bands of raiders who hovered just out of bowshot, waiting to pick off stragglers, were oddly a comfort -- at least water could be no more than a day's ride away. It was a great relief when the mountains came into view, and on the evening of the following day you crested a rocky pass and in the distance could make out the sea, and the towers of Shariz silhouetted against the sunset.
str_lost_tavern_duel_ordinary|You slump to the floor, stunned by the drunk's last blow. Your attacker's rage immediately seems to slacken. He drops into a chair and sits there watching you, muttering under his breath, almost regretfully. A few of the other patrons manage to coax him to his feet and bundle him out the door. One of the others attends to your wounds, and soon you too are back on your feet, unsteady but alive.
str_lost_tavern_duel_assassin|You slump to the floor, stunned by your attacker's last blow. Slowly and deliberately, he kneels down by your side, pulling a long knife from under his clothes. But before he can finish you off, the tavern keeper, who seems to have regained his courage, comes up from behind and gives your attacker a clout behind the head. He loses his balance, and then, seeing that his chance to kill you has been lost, makes a dash for the door. He gets away. Meanwhile, the other tavern patrons bind your wounds and haul you to a back room to rest and recover.
str_lost_startup_hideout_attack|You recover consciousness a short while later, and see that the kidnappers have celebrated their victory by breaking open a cask of wine, and have forgotten to take a few elementary precautions -- like binding your hands and feet. You manage to slip away. Based on the boisterous sounds coming from the hideout, you suspect that you may yet have some time to gather a few more followers and launch another attack.
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|As you no longer rule an independent  kingdom, you no longer maintain a court
str_rents_from_s0|Rents from {s0}:
str_tariffs_from_s0|Tariffs from {s0}:
str_general_quarrel| We've found ourselves on the opposite side of many arguments over the years, and bad blood has built up between us.
str_the_steppes|the steppes
str_the_deserts|the deserts
str_the_tundra|the tundra
str_the_forests|the forests
str_the_highlands|the highlands
str_the_coast|the coast
str_my_lady_not_sufficient_chemistry|My lady, there are other maidens who have captured my heart.
str_my_lady_engaged_to_another|My lady, as I understand it, you are engaged to another.
str_attempting_to_rejoin_party|Attempting to rejoin party,
str_separated_from_party|Separated from party,
str_leading_party|leading a party
str_court_disbanded|As you no longer rule an independent kingdom, your court has been disbanded
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| I am not accompanying the marshal, because I suspect that our ruler will shortly appoint another to that post.
str_persuasion_opportunity|Persuasion opportunity.^Relation required for automatic success: {reg4}^Current relationship: {reg5}^Chance of success: {reg7}^Chance of losing {reg9} relation point(s): {reg8}
str_marshal_warning|You are not following {s1}. However, you will not suffer any penalty.
str_follow_army_quest_brief_2|Your mission is complete. You may continue to follow {s9}'s army, if you wish further assignments.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| I am glad to see you. I trust you are having some success out there, making your name in the world
str_minister_advice_select_fief| Might I suggest that you select {s4}, as the vassals have been speculating about how you might assign it.
str_minister_advice_select_fief_wait| Might I suggest that you wait until after you have appointed a marshal, as that will give time to the vassals to decide whom they wish to support.
str_minister_advice_fief_leading_vassal| {s4}, by the way, has already received the support of {reg4} of your vassals.
str_unassigned_center| (unassigned)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43} Also, as you are the ruler of your realm, you should know that this assault constitutes a declaration of war.
str_missing_after_battle|Missing after battle
str_retrieve_garrison_warning| (Troops might not be retrievable if fortress awarded to another)
str_s12s15_declared_war_to_control_calradia|{s12}{s15} may attack {s16} without pretext, as a bid to extend control over all of Europe.
str_offer_gift_description| improve my standing by offering a gift.
str_resolve_dispute_description| improve my standing by resolving a dispute.
str_feast_wedding_opportunity| If your betrothed and her family are present, then this may be an opportunity for you to celebrate the wedding.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}. The {s8} declared war with very little pretext, as part of a bid to conquer all Europe.
