str_no_string|NO STRING!
str_enemy|Ennemi
str_faction|Faction
str_army_composition|Composition de l'armée
str_army_size|Taille de l'armée
str_reg0_men|{reg0} hommes
str_start|Commencer
str_i_need_to_raise_some_men_before_attempting_anything_else|Je dois lever des hommes avant de tenter quoi que ce soit d'autre.
str_we_are_currently_at_peace|Nous sommes actuellement en paix.
str_the_marshalship|l'autorité de maréchal
str_you|vous
str_myself|moi
str_my_friend_s15|mon {ami/amie} {s15}
str_custom_battle|Bataille personnalisée
str_comment_intro_liege_affiliated_to_player|Il paraît que vous contestez ma revendication de la couronne de la France. Inutile de vous dire que cela m'ennuie. Mais je suis à votre disposition pour en parler.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} {s8} a déclaré la guerre pour inimitié personnelle.
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} {s8} a déclaré la guerre en réponse aux provocations frontalières.
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} {s8} a déclaré la guerre pour modérer le pouvoir de l'autre royaume.
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} {s8} a déclaré la guerre pour récupérer ses territoires perdus.
str__family_|^Famille :
str_we_are_conducting_recce|Avant toute décision, nous allons partir en reconnaissance.
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_center_party_not_active|n'est pas notre cible, car aucun de nos commandants ne s'est emparé du terrain.
str_center_is_friendly|n'est pas notre ennemi.
str_center_is_already_besieged|est déjà en état de siège.
str_center_is_looted_or_raided_already|a déjà été dévasté.
str_center_marshal_does_not_want_to_attack_innocents|est habité par des innocents qui souffriraient beaucoup si le pays était dévasté.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|est déjà en état de siège. Ce serait donc une erreur de partir.
str_center_we_are_already_here_we_should_at_least_loot_the_village|est à notre portée. Nous devrions nous emparer de ses richesses et ravager le reste.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|est trop loin, même pour une opération de reconnaissance.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|est trop loin, même pour une opération de reconnaissance.
str_center_far_away_reason|{s6} est plus loin de nos centres que {s5}, par conséquent nous aurions plus de mal à assurer sa protection après sa capture.
str_center_closer_but_this_is_not_enought|{s6} est plus proche de nos frontières que {s5}, mais pour d'autres raisons, nous n'attaquerons pas {s6} pour le moment.
str_center_protected_by_enemy_army_aggressive|est sous la protection des forces ennemies que nous pensons beaucoup plus puissantes que les nôtres.
str_center_protected_by_enemy_army_cautious|est sous la protection d'une armée ennemie dont la puissance semble être telle que nous n'avons quasiment aucune chance de l'emporter.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|nécessiterait un siège sanglant et risqué.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|bénéficie d'une défense trop lourde pour être capturé(e).
str_center_value_outweighed_by_difficulty_of_capture|n'a pas suffisamment de valeur pour justifier les risques associés à une attaque.
str_center_value_justifies_the_difficulty_of_capture|peut être pris(e) et a suffisamment de valeur pour justifier une attaque.
str_center_is_indefensible|est trop loin de nos autres forteresses pour assurer sa protection.
str_we_are_waiting_for_selection_of_marshal|Nous attendons la nomination d'un maréchal.
str_best_to_attack_the_enemy_lands|Compte tenu de nos effectifs, nous pensons que la meilleure approche consiste à attaquer les territoires de l'ennemi.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|Nous pensons que la forteresse vaut la peine d'être capturée.
str_we_will_gather_to_defend_the_beleaguered_fortress|Nous allons nous rassembler pour défendre la forteresse assiégée.
str_the_enemy_temporarily_has_the_field|L'ennemi contrôle momentanément le terrain. Nous devrions nous trouver un refuge jusqu'à ce que l'orage passe.
str_center_has_not_been_scouted|n'a fait l'objet d'aucune reconnaissance récente par nos forces, mais nous pouvons nous rendre sur place pour décider de la marche à suivre.
str_we_have_assembled_some_vassals|Nous avons rassemblé quelques vassaux, mais nous devons attendre d'en avoir plus pour nous aventurer en territoire ennemi.
str_we_are_waiting_here_for_vassals|Nous attendons que les vassaux nous rejoignent.
str_we_are_travelling_to_s11_for_vassals|Nous nous rendons à {s11} pour permettre aux vassaux de nous rejoindre avant de nous mettre en route.
str_center_strength_not_scouted|En l'absence de reconnaissance récente, nous ignorons si le site bénéficie d'une défense lourde.
str_center_strength_strongly_defended|Nous pensons que le site est lourdement défendu.
str_center_strength_moderately_defended|Nous pensons que le site est modérément défendu.
str_center_strength_weakly_defended|Nous pensons que le site est faiblement défendu.
str_center_distant_from_concentration|est plus proche de nous que de l'armée principale ennemie, que nous avons localisée. Nous pourrions l'attaquer et la détruire avant qu'elle n'ait le temps de répliquer.
str_plus|+
str_minus|-
str_tutorial_training_ground_warning_no_weapon|Hé, vous ne croyez pas qu'il vous faudrait une arme pour ça ? Il doit y avoir des armes là-bas. Allez en chercher une.
str_tutorial_training_ground_warning_shield|Vous devez d'abord poser votre bouclier. Pour ce faire, utilisez la molette de votre souris.
str_tutorial_training_ground_warning_melee_with_parry|Vous devez manier une arme de corps-à-corps pour cet exercice. 
str_tutorial_training_ground_warning_melee|Utilisez la molette de votre souris pour vous équiper d'une arme. Tournez-la vers le haut ou vers le bas pour vous équiper respectivement de l'arme ou du bouclier suivant.
str_tutorial_training_ground_attack_training|Nombre d'attaques réussies : {reg0} / 5^Nombre d'attaques manquées : {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|Lancez une attaque d'estoc ! (Déplacez la souris vers le bas tout en appuyant sur le bouton gauche).
str_tutorial_training_ground_attack_training_up|Lancez une attaque verticale ! (Déplacez la souris vers le haut tout en appuyant sur le bouton gauche).
str_tutorial_training_ground_attack_training_left|Attaquez par la gauche ! (Déplacez la souris vers la gauche tout en appuyant sur le bouton gauche).
str_tutorial_training_ground_attack_training_right|Attaquez par la droite ! (Déplacez la souris vers la droite tout en appuyant sur le bouton gauche).
str_tutorial_training_ground_parry_training|Nombre de parades réussies : {reg0} / 5
str_tutorial_training_ground_chamber_training|Nombre de of blocages réussis : {reg0} / 5
str_tutorial_training_ground_archer_training|Nombre de jolis tirs : {reg0} / 3^{s0}
str_tutorial_training_ground_ammo_refill|Vos missiles sont rechargés pour le didacticiel.
str_tutorial_training_ground_archer_text_1|Approchez-vous du (de la) {s0} et appuyez sur F pour vous en emparer.
str_tutorial_training_ground_archer_text_2|Tirez sur les cibles.
str_tutorial_training_ground_archer_text_3|La précision dépend de la taille du réticule de visée. Maintenez le bouton gauche de la souris enfoncé jusqu'à ce que le réticule atteigne sa taille minimum, puis relâchez-le. Si vous attendez trop longtemps, le réticule s'agrandira à nouveau.
str_tutorial_training_ground_archer_text_4|Appuyez sur R pour passer en vue à la première personne et mieux viser avec les armes à distance.
str_tutorial_training_ground_archer_text_5|Vous avez tiré sur toutes les cibles. Allez voir le mentor.
str_tutorial_training_ground_horseman_text_1|Approchez-vous du (de la, des) {s0} et appuyez sur F pour vous en emparer.
str_tutorial_training_ground_horseman_text_2|Approchez-vous du cheval et appuyez sur F pour le monter.
str_tutorial_training_ground_horseman_text_3|Dirigez votre monture vers le point de passage suivant.
str_tutorial_training_ground_horseman_text_4|Frappez la cible surmontée d'une flèche suivante !
str_tutorial_training_ground_horseman_text_5|Tirez sur la cible surmontée d'une flèche !
str_tutorial_training_ground_horseman_text_6|Vous avez réussi l'exercice. Retournez voir le mentor.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|Les grands seigneurs de votre Duché projettent de se réunir pour un banquet dans votre salle de réception de {s10}.
str_your_previous_court_some_time_ago|votre précieuse cour il y a quelque temps,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|en attendant qu'une forteresse pouvant accueillir votre cour soit recapturée.
str_but_if_this_goes_badly| J'apprécie vos conseils. Mais si les choses tournent mal, je vous tiendrai personnellement responsable.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm| Je sais que vous êtes en bons termes avec {s4}, mais c'est pour le bien du pays.
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|Je sais que vous êtes en bons termes avec {s4}, ce qui signifie que le coup que vous lui porterez l'atteindra plus fort encore !
str_killed_bandit_at_alley_fight|Le marchand vous fait entrer chez lui. Il reste un moment devant la porte à surveiller la rue puis, enfin convaincu que personne ne vous a {suivi/suivie}, s'approche de vous pour vous parler...
str_wounded_by_bandit_at_alley_fight|Vous êtes KO. Mais avant de perdre connaissance, vous entendez des cris et des bruits de pas précipités... Lorsque vous vous réveillez, vous êtes {enfermé, affaibli, mais vivant/enfermée, affaiblie, mais vivante}.
str_cannot_leave_now|Impossible de partir maintenant.
str_press_tab_to_exit_from_town|Appuyez sur Tab pour vous en aller. Vous pouvez appuyer sur la touche Tab pour quitter rapidement n'importe quel endroit du jeu.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|Trouvez le repaire des bandits près de {s9} et libérez le frère du marchand de {s10}.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{Messire/Madame}, si vous tenez à justifier la confiance que j'ai placée en vous, dépêchez-vous un peu. Trouvez des volontaires. J'ignore combien de temps il nous reste.
str_you_need_more_men_sir_my_lady|Attendez, il vous faut plus d'hommes. Pour l'instant, votre groupe n'en compte que {reg0}. Si vous n'êtes pas assez nombreux pour les attaquer, vous trouverez peut-être leur cachette, mais vous vous ferez prendre, ce qui n'est pas notre objectif. Ne prenez pas ce risque. Rendez-vous dans d'autres villages pour trouver des volontaires, après quoi vous pourrez leur rendre la monnaie de leur pièce.
str_good_you_have_enough_men|Bien, bien. C'est très bien. Maintenant que vous avez suffisamment d'hommes, occupez-vous de quelques-uns de ces voleurs. Et faites en sorte qu'ils vous indiquent où se trouve leur cachette.
str_do_not_waste_time_go_and_learn_where_my_brother_is|Je vous en prie, {Messire/madame}, ne perdez pas de temps ici. Essayez de découvrir où ils cachent mon frère.
str_start_up_quest_message_1|{s9} veut que vous recueilliez au moins cinq hommes des villages voisins. Après avoir ramassé ces hommes, trouver et parler avec lui. Il est dans la taverne à {s1}
str_start_up_quest_message_2|Trouvez et éliminez un groupe de bandits qui se cache près de {s9}, et retrouvez le frère de votre employeur.
str_start_up_quest_message_3|Libérez le frère du marchand de la cachette des voleurs située près de {s9}.
str_start_up_first_quest|Vous avez accepté votre première quête. Pour afficher le journal des quêtes, appuyez sur ""Q"" à tout moment du jeu.
str_reason_1|Notre objectif actuel est de plus grande valeur.
str_reason_2|Une attaque sur {s8} pose un plus grand danger pour notre royaume.
str_reason_3|Nous pensons qu'un danger plus immédiat menace {s8}.
str_reason_4|Il peut être à cause de la taille des forces ennemies dans la région.
str_reason_5|Je ne sais pas.
str_reason_6|Nous ignorons si le site est lourdement défendu.
str_reason_7|Nous pensons que le site est lourdement défendu.
str_reason_8|Nous pensons que le site est modérément défendu.
str_reason_9|Nous pensons que le site est faiblement défendu.
str_has_decided_that_an_attack_on_|a décidé qu'une attaque de 
str_this_would_be_better_worth_the_effort|Cela vaudrait la peine, compte tenu de sa valeur, de sa distance et du nombre probable de défenseurs.
str_has_decided_to_defend_|a décidé de défendre 
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|Avant d'attaquer, nous devrions protéger nos territoires pour parer à tout danger. C'est peut-être la raison pour laquelle le maréchal a choisi de défendre {s4}.
